StudyInstanceUID,fold
1.2.826.0.1.3680043.8.498.11207013225631251718312189933025529824,4
1.2.826.0.1.3680043.8.498.11208107516750574657838495761140109258,2
1.2.826.0.1.3680043.8.498.11208663314213048426907645330143931419,3
1.2.826.0.1.3680043.8.498.11210361780779474361817208167009080083,1
1.2.826.0.1.3680043.8.498.11211598263863419448236436640277320409,2
1.2.826.0.1.3680043.8.498.11212667888429022863778740306223585731,3
1.2.826.0.1.3680043.8.498.11214158717183172156320144105486247892,0
1.2.826.0.1.3680043.8.498.11218351123386367961865331646414911627,0
1.2.826.0.1.3680043.8.498.11218782547268547937641080283066300678,3
1.2.826.0.1.3680043.8.498.11219813299300915347039206446596901205,2
1.2.826.0.1.3680043.8.498.11221318524515817857172161854667955115,3
1.2.826.0.1.3680043.8.498.11223691171233118900160265287691267884,1
1.2.826.0.1.3680043.8.498.11226582925516370364253861721606580867,0
1.2.826.0.1.3680043.8.498.11229566047228169850473554486278603754,3
1.2.826.0.1.3680043.8.498.11231822445970527276203191047278744341,4
1.2.826.0.1.3680043.8.498.11232674915186872899189440191805868376,1
1.2.826.0.1.3680043.8.498.11244115315611630362929576340631670750,1
1.2.826.0.1.3680043.8.498.11249981834802444119817546155435759007,1
1.2.826.0.1.3680043.8.498.11254890841796835340329521299102281678,3
1.2.826.0.1.3680043.8.498.11257168136762043265165109052826442974,3
1.2.826.0.1.3680043.8.498.11257869433929994221899994675448655047,1
1.2.826.0.1.3680043.8.498.11260248089108026217929330361529065683,2
1.2.826.0.1.3680043.8.498.11262944211104069231500934582412003273,1
1.2.826.0.1.3680043.8.498.11264140845869814478794346490273061499,2
1.2.826.0.1.3680043.8.498.11268635423021790546063903457498005204,0
1.2.826.0.1.3680043.8.498.11270845320057097450047912107461684885,1
1.2.826.0.1.3680043.8.498.11275711698468745807758222802302685022,4
1.2.826.0.1.3680043.8.498.11276674006815021828943434205349220551,1
1.2.826.0.1.3680043.8.498.11276732020240247755618413418003401291,4
1.2.826.0.1.3680043.8.498.11277078989123345865112116288626381353,4
1.2.826.0.1.3680043.8.498.11277278232377185347750793496260885546,0
1.2.826.0.1.3680043.8.498.11282162920338602001456704018617788412,0
1.2.826.0.1.3680043.8.498.11282706861378379965012380644125662529,2
1.2.826.0.1.3680043.8.498.11287173314232027941677698384842764593,3
1.2.826.0.1.3680043.8.498.11287937729196958426538087439102017580,0
1.2.826.0.1.3680043.8.498.11291875173369366854889507729635968509,0
1.2.826.0.1.3680043.8.498.11294885816514924203337081832122619605,4
1.2.826.0.1.3680043.8.498.11295899132697862632905938037090529644,0
1.2.826.0.1.3680043.8.498.11296867854260286881418279496022384461,0
1.2.826.0.1.3680043.8.498.11298099571581989006135838942599921393,4
1.2.826.0.1.3680043.8.498.11302750434639976191333636496428935632,2
1.2.826.0.1.3680043.8.498.11307870660160563329996058267938398411,2
1.2.826.0.1.3680043.8.498.11312798102268182343541500463824266929,4
1.2.826.0.1.3680043.8.498.11314687816975146963598226343179928616,0
1.2.826.0.1.3680043.8.498.11315871586936178043350206344448851055,1
1.2.826.0.1.3680043.8.498.11316091466685605758061778045311969672,3
1.2.826.0.1.3680043.8.498.11331824020096159502562313322049966712,4
1.2.826.0.1.3680043.8.498.11334486185870324597335039163116965763,2
1.2.826.0.1.3680043.8.498.11334776960319816844935217444817103072,1
1.2.826.0.1.3680043.8.498.11337616353935430160375524217870968575,2
1.2.826.0.1.3680043.8.498.11338962847958062668991874160027887372,1
1.2.826.0.1.3680043.8.498.11340429352365972769264064439788186260,4
1.2.826.0.1.3680043.8.498.11345369648571407541082013397591193473,3
1.2.826.0.1.3680043.8.498.11347466940974045182979684641300336177,3
1.2.826.0.1.3680043.8.498.11352722814008170661344291337061231555,0
1.2.826.0.1.3680043.8.498.11353976221682532422630231842008146722,2
1.2.826.0.1.3680043.8.498.11362547519125634779422991321337283241,1
1.2.826.0.1.3680043.8.498.11369844885381156110080055326139875897,4
1.2.826.0.1.3680043.8.498.11371400503360468962117579439852064607,0
1.2.826.0.1.3680043.8.498.11382021393803389951964005983002209238,4
1.2.826.0.1.3680043.8.498.11383056981606331444758741778014516431,1
1.2.826.0.1.3680043.8.498.11385845157446557781575804962818981994,4
1.2.826.0.1.3680043.8.498.11386074316342852649653530230563922899,1
1.2.826.0.1.3680043.8.498.11391095418955817124325938917797687542,1
1.2.826.0.1.3680043.8.498.11394861774586578112386386342670500749,2
1.2.826.0.1.3680043.8.498.11395349736725035422736613041202251830,2
1.2.826.0.1.3680043.8.498.11396451979734570993257791565721573849,2
1.2.826.0.1.3680043.8.498.11402325536521359105285323485008939602,1
1.2.826.0.1.3680043.8.498.11406304618685790128709325242250648417,1
1.2.826.0.1.3680043.8.498.11406381777983128446583783158882827226,2
1.2.826.0.1.3680043.8.498.11413427362266862411525989114324631512,0
1.2.826.0.1.3680043.8.498.11414215447313658600502835138277811260,2
1.2.826.0.1.3680043.8.498.11420670844338686032030860787688858057,0
1.2.826.0.1.3680043.8.498.11425019165071014217290822852865654127,3
1.2.826.0.1.3680043.8.498.11425683153901568541658945026861110110,1
1.2.826.0.1.3680043.8.498.11428482061412578159115168314865188597,4
1.2.826.0.1.3680043.8.498.11432815311029789072253610823554308183,3
1.2.826.0.1.3680043.8.498.11440214477653629899108986507154583794,0
1.2.826.0.1.3680043.8.498.11440217845998767853986099058965644463,2
1.2.826.0.1.3680043.8.498.11441489276425334980205891153179893797,2
1.2.826.0.1.3680043.8.498.11446264194433135282793848490754001623,0
1.2.826.0.1.3680043.8.498.11448326350892044215419380818679679579,3
1.2.826.0.1.3680043.8.498.11448865770537436004548718998804636234,3
1.2.826.0.1.3680043.8.498.11451448731901996559834481853733404099,2
1.2.826.0.1.3680043.8.498.11451981256762378203455481812714370193,3
1.2.826.0.1.3680043.8.498.11455388290952699607973723923118848769,0
1.2.826.0.1.3680043.8.498.11458488293461896930750018852127694875,2
1.2.826.0.1.3680043.8.498.11458715255296685383451160973781612197,0
1.2.826.0.1.3680043.8.498.11465586454035959390661499120751232686,3
1.2.826.0.1.3680043.8.498.11467955500991327547315970867313333592,1
1.2.826.0.1.3680043.8.498.11468812519969607938527116557104410121,2
1.2.826.0.1.3680043.8.498.11471148332557464549579838595592736047,0
1.2.826.0.1.3680043.8.498.11472441320199233244785757534656853558,4
1.2.826.0.1.3680043.8.498.11477000011453869751231224714283666904,0
1.2.826.0.1.3680043.8.498.11477583622065195478886525904745372063,0
1.2.826.0.1.3680043.8.498.11482325994550095339373157256174349858,2
1.2.826.0.1.3680043.8.498.11487799220518102363643849548556099719,4
1.2.826.0.1.3680043.8.498.11489881286208501558797333161632486099,0
1.2.826.0.1.3680043.8.498.11495133447993934376048707763538781434,2
1.2.826.0.1.3680043.8.498.11497761063752461132736045914751707046,3
1.2.826.0.1.3680043.8.498.11498239309891927151456629915927889165,1
1.2.826.0.1.3680043.8.498.11498505068787084440256890724559761815,4
1.2.826.0.1.3680043.8.498.11498845504486569595587386245872511981,0
1.2.826.0.1.3680043.8.498.11501070108039994411346060488666341726,3
1.2.826.0.1.3680043.8.498.11504079342934513987748646905909982588,4
1.2.826.0.1.3680043.8.498.11506642732332295874076832453198901115,3
1.2.826.0.1.3680043.8.498.11506856887791286395737465774061395929,2
1.2.826.0.1.3680043.8.498.11508340006652282767645009271305921426,1
1.2.826.0.1.3680043.8.498.11515987024418648685676369132061127664,1
1.2.826.0.1.3680043.8.498.11516498203727058146656616413699979433,2
1.2.826.0.1.3680043.8.498.11516842786271998149681118182571061813,2
1.2.826.0.1.3680043.8.498.11520508017843738484108845144418061602,4
1.2.826.0.1.3680043.8.498.11521971289581057766555206729274639736,3
1.2.826.0.1.3680043.8.498.11529405479134457001825038259936796388,4
1.2.826.0.1.3680043.8.498.11530446425918247469882351709851883983,4
1.2.826.0.1.3680043.8.498.11532517984322509215429681648257299355,2
1.2.826.0.1.3680043.8.498.11533971444023236216745801026152089075,3
1.2.826.0.1.3680043.8.498.11542298537902846156898976374522470463,4
1.2.826.0.1.3680043.8.498.11543622448213658856759993374276266341,4
1.2.826.0.1.3680043.8.498.11545541207342029419461179316053148974,2
1.2.826.0.1.3680043.8.498.11546127923715190914128277599849591183,1
1.2.826.0.1.3680043.8.498.11547192037231064935759879673500408149,0
1.2.826.0.1.3680043.8.498.11548045715264151632153040089882701935,2
1.2.826.0.1.3680043.8.498.11548839502674800051973767797346682106,1
1.2.826.0.1.3680043.8.498.11551347885357242022697196552822735795,4
1.2.826.0.1.3680043.8.498.11551770225828320378339882849245348148,3
1.2.826.0.1.3680043.8.498.11557620559191469069130827959098335840,3
1.2.826.0.1.3680043.8.498.11561519302314146020052258325459371962,0
1.2.826.0.1.3680043.8.498.11569355546217846610131708883985793793,3
1.2.826.0.1.3680043.8.498.11569601172991867969672947467467392425,2
1.2.826.0.1.3680043.8.498.11571057273590444914079281238002921868,4
1.2.826.0.1.3680043.8.498.11574480940878399452466699512074769686,3
1.2.826.0.1.3680043.8.498.11574667600340420151274680172753922967,4
1.2.826.0.1.3680043.8.498.11577630811395858629711985689258647804,0
1.2.826.0.1.3680043.8.498.11579571696748051185342754881791715610,3
1.2.826.0.1.3680043.8.498.11583098598455610459898849451117846552,4
1.2.826.0.1.3680043.8.498.11586616391541918134110642641868079265,0
1.2.826.0.1.3680043.8.498.11587989960888698769912899464470116193,1
1.2.826.0.1.3680043.8.498.11590096889491409910425456896187293515,4
1.2.826.0.1.3680043.8.498.11592056376890319271545710970155310824,2
1.2.826.0.1.3680043.8.498.11592838054859712596515534341207971997,0
1.2.826.0.1.3680043.8.498.11595338216297251382188195835520492789,4
1.2.826.0.1.3680043.8.498.11596665780617412984766822528862741584,0
1.2.826.0.1.3680043.8.498.11596866241403598097171345671773992202,3
1.2.826.0.1.3680043.8.498.11598606533748611505510113033734692457,0
1.2.826.0.1.3680043.8.498.11599387556469808488160280438305325860,0
1.2.826.0.1.3680043.8.498.11604138460812393624691789275263090511,2
1.2.826.0.1.3680043.8.498.11604298807403466096392316117803661479,3
1.2.826.0.1.3680043.8.498.11605266731872772432220415835172557961,0
1.2.826.0.1.3680043.8.498.11610176134207131408691324676304640501,4
1.2.826.0.1.3680043.8.498.11610585947047502123824835405421129552,0
1.2.826.0.1.3680043.8.498.11613637647831801354398273334552399874,0
1.2.826.0.1.3680043.8.498.11619883329923252065839671636992770849,4
1.2.826.0.1.3680043.8.498.11625598825018422177242262569319579378,2
1.2.826.0.1.3680043.8.498.11629659616217352895144469980856259097,4
1.2.826.0.1.3680043.8.498.11641274367861998748475337224297076397,4
1.2.826.0.1.3680043.8.498.11641866550826314411250696478180861612,1
1.2.826.0.1.3680043.8.498.11642228346306175407288158335830376197,3
1.2.826.0.1.3680043.8.498.11642678020345468499556230871411308014,3
1.2.826.0.1.3680043.8.498.11646465814751330102194657154003685957,0
1.2.826.0.1.3680043.8.498.11647595587705638372290862475518195181,3
1.2.826.0.1.3680043.8.498.11651755040149549966484720727140190853,3
1.2.826.0.1.3680043.8.498.11652570369213315569275956969935617843,1
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,4
1.2.826.0.1.3680043.8.498.11655692245049710970881619360721342623,2
1.2.826.0.1.3680043.8.498.11659861228342609979638095779959188093,2
1.2.826.0.1.3680043.8.498.11661333712307504012375232163708358493,1
1.2.826.0.1.3680043.8.498.11669120316759278775792190599036288128,4
1.2.826.0.1.3680043.8.498.11674925658184069242322832524274428408,4
1.2.826.0.1.3680043.8.498.11679044101697033975478370934058085847,2
1.2.826.0.1.3680043.8.498.11679981444785137570894759919380932611,0
1.2.826.0.1.3680043.8.498.11682243736539231948790371952356165171,1
1.2.826.0.1.3680043.8.498.11685904538570360040472064238371379681,3
1.2.826.0.1.3680043.8.498.11689820638581431730501617718741779835,3
1.2.826.0.1.3680043.8.498.11691245281415120685024733512803575288,2
1.2.826.0.1.3680043.8.498.11695097367686121784104505410611821860,3
1.2.826.0.1.3680043.8.498.11703195077261884009442719578918319962,4
1.2.826.0.1.3680043.8.498.11706378290185110677863653788588307917,4
1.2.826.0.1.3680043.8.498.11709909941833245598246010905322129256,4
1.2.826.0.1.3680043.8.498.11716605112302071535035323666308656381,3
1.2.826.0.1.3680043.8.498.11716730437469973434747875401501334429,0
1.2.826.0.1.3680043.8.498.11719502398697390809777045891822044637,3
1.2.826.0.1.3680043.8.498.11720535027022778971695130536590302635,4
1.2.826.0.1.3680043.8.498.11720664166420613534218395854543939928,4
1.2.826.0.1.3680043.8.498.11722185671504770687850569082348083612,1
1.2.826.0.1.3680043.8.498.11723286647024326363349453996818420374,2
1.2.826.0.1.3680043.8.498.11723945299462627737346907048285143063,1
1.2.826.0.1.3680043.8.498.11725843001854130477287484865097535511,4
1.2.826.0.1.3680043.8.498.11726452645519338341002251323463736083,2
1.2.826.0.1.3680043.8.498.11738872955471637985947490962985266753,0
1.2.826.0.1.3680043.8.498.11751697254880722008245447197446027607,0
1.2.826.0.1.3680043.8.498.11752091432368750506312921028559788225,4
1.2.826.0.1.3680043.8.498.11753067309373104365558887398441364695,3
1.2.826.0.1.3680043.8.498.11762352496600661264881556836248251400,0
1.2.826.0.1.3680043.8.498.11762851510866726051342964961256680025,2
1.2.826.0.1.3680043.8.498.11770690655120964721059321709525979950,2
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,4
1.2.826.0.1.3680043.8.498.11775352515236862473778507708524782015,1
1.2.826.0.1.3680043.8.498.11776647434143676427722616249587614803,0
1.2.826.0.1.3680043.8.498.11779387602988880691008088661075117406,4
1.2.826.0.1.3680043.8.498.11783597160745641720078978406968189488,3
1.2.826.0.1.3680043.8.498.11785138333495400389510795613252286069,3
1.2.826.0.1.3680043.8.498.11786296135006283515679011075884245663,3
1.2.826.0.1.3680043.8.498.11786582806577871618290342375465595269,3
1.2.826.0.1.3680043.8.498.11791028039098776993164396657149877483,2
1.2.826.0.1.3680043.8.498.11791567830371683660578052737702299124,1
1.2.826.0.1.3680043.8.498.11794753699425693678056056340551238033,2
1.2.826.0.1.3680043.8.498.11796547950032543541071896156852778697,0
1.2.826.0.1.3680043.8.498.11798183157109435753679723596499976762,4
1.2.826.0.1.3680043.8.498.11799272823743145498601173910069737855,2
1.2.826.0.1.3680043.8.498.11803762390999881908101130422708589537,3
1.2.826.0.1.3680043.8.498.11804799183537166337413388415687675758,0
1.2.826.0.1.3680043.8.498.11805131119810457174456565128522037991,1
1.2.826.0.1.3680043.8.498.11807494462283790976935891042637502434,3
1.2.826.0.1.3680043.8.498.11812607848520072826145426247813670653,4
1.2.826.0.1.3680043.8.498.11814923363609140180293604689814785969,3
1.2.826.0.1.3680043.8.498.11823120042104793954689778719229868108,3
1.2.826.0.1.3680043.8.498.11830915612184936576804778995164042200,1
1.2.826.0.1.3680043.8.498.11836929166973549727078374306175992474,4
1.2.826.0.1.3680043.8.498.11848828525319749834876185415845381479,2
1.2.826.0.1.3680043.8.498.11851285389689341495961233129719325417,0
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,0
1.2.826.0.1.3680043.8.498.11860731961337988611847638299761007498,4
1.2.826.0.1.3680043.8.498.11863890747360341056211511874563792862,2
1.2.826.0.1.3680043.8.498.11867198902144602395671904591496233129,4
1.2.826.0.1.3680043.8.498.11868154141292577776796381772987549697,0
1.2.826.0.1.3680043.8.498.11868389442143514705330687746274512632,2
1.2.826.0.1.3680043.8.498.11871142388984150456249558619289234011,4
1.2.826.0.1.3680043.8.498.11878847808072119549790690649256090471,0
1.2.826.0.1.3680043.8.498.11880385031047315524154761508473409762,3
1.2.826.0.1.3680043.8.498.11881735311125899170335963782017197184,3
1.2.826.0.1.3680043.8.498.11887143891500181344364122992066593229,2
1.2.826.0.1.3680043.8.498.11892908237449514945544380023820626319,1
1.2.826.0.1.3680043.8.498.11897083656099489353496670273111097794,1
1.2.826.0.1.3680043.8.498.11900355716044995266104285198121445744,0
1.2.826.0.1.3680043.8.498.11901474252960403779405194385221103673,3
1.2.826.0.1.3680043.8.498.11902464730418099436837163594625541861,3
1.2.826.0.1.3680043.8.498.11904156585987383639134967886361403369,3
1.2.826.0.1.3680043.8.498.11905397531490569218559534495408776672,4
1.2.826.0.1.3680043.8.498.11906266535122698149967624908585010734,2
1.2.826.0.1.3680043.8.498.11909779134152823550896593167929611759,2
1.2.826.0.1.3680043.8.498.11911688823908554151914734938172012708,2
1.2.826.0.1.3680043.8.498.11912276256810863127132294167870461707,1
1.2.826.0.1.3680043.8.498.11912618147674655465071922267060032851,3
1.2.826.0.1.3680043.8.498.11915933561045570822185908784072057715,3
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1
1.2.826.0.1.3680043.8.498.11919420571588879483419578078755803351,4
1.2.826.0.1.3680043.8.498.11920026019322352546372153111621676066,2
1.2.826.0.1.3680043.8.498.11920531053482540304184657218030242597,2
1.2.826.0.1.3680043.8.498.11923218013055841952315996726408812182,0
1.2.826.0.1.3680043.8.498.11924999889245769866426422681253524920,4
1.2.826.0.1.3680043.8.498.11926412946593048423086380882538180028,4
1.2.826.0.1.3680043.8.498.11927352926669104658144933891780551483,2
1.2.826.0.1.3680043.8.498.11934483804567594363179973225449686890,2
1.2.826.0.1.3680043.8.498.11935116791150327546384719051023540185,4
1.2.826.0.1.3680043.8.498.11935893582662912138522962760478513770,4
1.2.826.0.1.3680043.8.498.11937911933281010146897685679862930140,3
1.2.826.0.1.3680043.8.498.11938864543152001817866013174907274014,4
1.2.826.0.1.3680043.8.498.11944762815616453054528091721553484857,3
1.2.826.0.1.3680043.8.498.11954711639198972958656966617027374769,0
1.2.826.0.1.3680043.8.498.11956771495610267604936834092317960600,4
